cloverItemId,nombre_actual_recibo,nombre_sugerido_web,asignar_categoria_clover,categoria_sitio,tipo,queue_status,precio_cad,accion_clover
7J56HCCC2XX7Y,PT2614 ExoTerra Terrarium en verre (90*45*60cm),ExoTerra Terrarium en verre (90*45*60cm),Habitat,terrarium,product,created,500.00,Asigner categorie: Habitat
0HFMDE2X5CP0Y,PT2668 Nettoyant Vitre 250mL,Nettoyant Vitre 250mL,Habitat,terrarium,product,created,9.99,Asigner categorie: Habitat
74EHS92GPG06W,PT2754 ExoTerra Ecorce/Reptiles 27.26L,ExoTerra Ecorce/Reptiles 27.26L,Habitat,terrarium,product,created,59.99,Asigner categorie: Habitat
950C55JAK2G64,PT2770,PT2770,Habitat,terrarium,product,created,6.99,Asigner categorie: Habitat
1SS0XDAT1G4ZC,PT2771,PT2771,Habitat,terrarium,product,created,15.49,Asigner categorie: Habitat
GDV72WND3DQ58,PT2801 Bol Eau Exo Terra Petit,Bol Eau Exo Terra Petit,Habitat,terrarium,product,created,12.99,Asigner categorie: Habitat
4SD6JC22VZRKC,PT2802 Bol Eau Exo Terra Moyen,Bol Eau Exo Terra Moyen,Habitat,terrarium,product,created,13.99,Asigner categorie: Habitat
4JPHDCNBH89T4,PT2803 Bol Eau Exo Terra Grand,Bol Eau Exo Terra Grand,Habitat,terrarium,product,created,19.99,Asigner categorie: Habitat
AKZRX19ETTQYY,PT2804 Bol Eau Exo Terra Grand,Bol Eau Exo Terra Grand,Habitat,terrarium,product,created,26.99,Asigner categorie: Habitat
7AQS6CMRMK2N4,PT2808 Distr. de Petits Vers de Farine ExoTerra,Distr. de Petits Vers de Farine ExoTerra,Habitat,terrarium,product,created,16.99,Asigner categorie: Habitat
A6QMPTYJ1CQ3W,PT2809 Bol Eau X-Small,Bol Eau X-Small,Habitat,terrarium,product,created,9.49,Asigner categorie: Habitat
Z1BPSGW33Y7J0,PT2811 Bol Nourriture Exo Petit,Bol Nourriture Exo Petit,Habitat,terrarium,product,created,12.99,Asigner categorie: Habitat
1WZ27T69MK6CT,PT2812 Bol Nourriture Exo Moyen,Bol Nourriture Exo Moyen,Habitat,terrarium,product,created,18.99,Asigner categorie: Habitat
A6T4KTGKXH5CP,PT2813 Bol Nourriture  Exo Grand,Bol Nourriture  Exo Grand,Habitat,terrarium,product,created,26.49,Asigner categorie: Habitat
NQD1DXGE298GJ,PT2816 Distributeur Vers Farine Exo,Distributeur Vers Farine Exo,Habitat,terrarium,product,created,17.99,Asigner categorie: Habitat
59D1TWM4BBXG4,PT2821 Exo Terra Distributeur de Grillons-V,Exo Terra Distributeur de Grillons-V,Habitat,terrarium,product,created,18.99,Asigner categorie: Habitat
70HSEJNJT0Y76,PT2827 Bol Eau de Coin Exo medium,Bol Eau de Coin Exo medium,Habitat,terrarium,product,created,24.99,Asigner categorie: Habitat
1XRSB2G7SX3W2,PT2828 Bol Eau en Coin Exo Terra Grand,Bol Eau en Coin Exo Terra Grand,Habitat,terrarium,product,created,38.49,Asigner categorie: Habitat
8W2YZYJ804CHE,PT2829 Bol Eau en Coin Exo Terra Très Grand,Bol Eau en Coin Exo Terra Très Grand,Habitat,terrarium,product,created,44.99,Asigner categorie: Habitat
MBRBSSGW6ZQKG,PT2841 Exo Terra Oeufs Dinosaure,Exo Terra Oeufs Dinosaure,Habitat,terrarium,product,created,29.99,Asigner categorie: Habitat
V1ETM4Q4SH48A,PT2855 Crâne de Primate Exo Terra,Crâne de Primate Exo Terra,Habitat,terrarium,product,created,29.99,Asigner categorie: Habitat
97CMAE475EC6J,PT2856 Crâne de Crocodile Exo Terra,Crâne de Crocodile Exo Terra,Habitat,terrarium,product,created,27.99,Asigner categorie: Habitat
Y9ZW8586S9W5A,PT2857 Crâne de Bison Exo Terra,Crâne de Bison Exo Terra,Habitat,terrarium,product,created,31.99,Asigner categorie: Habitat
9ERAN85ZSHKM8,PT2876 Exo Terra Coconut Cave,Exo Terra Coconut Cave,Habitat,terrarium,product,created,23.99,Asigner categorie: Habitat
PD9TKSJKC0R2G,PT2910,PT2910,Habitat,terrarium,product,created,67.99,Asigner categorie: Habitat
RJDDKK0BM3KV0,PT2912,PT2912,Habitat,terrarium,product,created,77.99,Asigner categorie: Habitat
V66QQ8H2GWKXW,PT2914 Cascade Exo Terra Pour Reptiles Large,Cascade Exo Terra Pour Reptiles Large,Habitat,terrarium,product,created,94.99,Asigner categorie: Habitat
CJ9X81QRYMRRG,PT2966 Arriere plan EX roche 36'',Arriere plan EX roche 36'',Habitat,terrarium,product,created,39.99,Asigner categorie: Habitat
M8HC843J0ZC86,PT3010 Plante Croton MOYEN,Plante Croton MOYEN,Habitat,terrarium,product,created,11.99,Asigner categorie: Habitat
6FPDK2MWXQWZA,PT3020 Plante Croton Exo Terra Grand,Plante Croton Exo Terra Grand,Habitat,terrarium,product,created,16.99,Asigner categorie: Habitat
C9VEHD226KW6Y,PT3061 Lentilles d'eau Flottantes Exo Terra,Lentilles d'eau Flottantes Exo Terra,Habitat,terrarium,product,created,6.99,Asigner categorie: Habitat
30RZZX5YGTN50,PT3085 Liane Pliable 6pi Petit,Liane Pliable 6pi Petit,Habitat,terrarium,product,created,16.99,Asigner categorie: Habitat
CDKTT6NNEPZ66,PT3086 Liane Pliable 6pi Grand,Liane Pliable 6pi Grand,Habitat,terrarium,product,created,23.99,Asigner categorie: Habitat
EFCZXYBTCFC92,PT3107 Sable de Lit Exo Terra Brun 4.5kg,Sable de Lit Exo Terra Brun 4.5kg,Habitat,terrarium,product,created,22.99,Asigner categorie: Habitat
KHRGN09W020MT,PT3131 Exo Terra BioDrain Terrarium Draining Mesh 30x30 cm,Exo Terra BioDrain Terrarium Draining Mesh 30x30 cm,Habitat,terrarium,product,created,5.29,Asigner categorie: Habitat
2V07JF75VSEY0,PT3135 Subs.Désert et Arrière-pays Rouge 5kg,Subs.Désert et Arrière-pays Rouge 5kg,Habitat,terrarium,product,created,18.99,Asigner categorie: Habitat
4AM91WRN2MYPC,PT3136,PT3136,Habitat,terrarium,product,created,31.99,Asigner categorie: Habitat
CQV31KBQQR81Y,"PT3138 Subs.Désert et Sonora,Ocre 5kg","Subs.Désert et Sonora,Ocre 5kg",Habitat,terrarium,product,created,18.99,Asigner categorie: Habitat
FM1Q0Z15VCYAM,PT3147 Subs.Désert et Oasis Bahariya 5kg,Subs.Désert et Oasis Bahariya 5kg,Habitat,terrarium,product,created,18.99,Asigner categorie: Habitat
5CCXM6MMHM2MY,PT3149 Subs.Désert et Oasis Bahariya 20kg,Subs.Désert et Oasis Bahariya 20kg,Habitat,terrarium,product,created,51.99,Asigner categorie: Habitat
KXHW4SEN9DKRE,PT3169  Bol a eau aztèque petit,Bol a eau aztèque petit,Habitat,terrarium,product,created,5.99,Asigner categorie: Habitat
WJY5S750GJ0C4,PT3170  Bol a eau aztèque medium,Bol a eau aztèque medium,Habitat,terrarium,product,created,11.99,Asigner categorie: Habitat
CYKNRYW89FA1M,PT3172 Rocher Humide Exo Terra MOYEN,Rocher Humide Exo Terra MOYEN,Habitat,terrarium,product,created,11.50,Asigner categorie: Habitat
H8ZNTSAN45C7G,PT3173 Rocher Humide Exo Terra GRAND,Rocher Humide Exo Terra GRAND,Habitat,terrarium,product,created,17.99,Asigner categorie: Habitat
AHZBBD83625Z8,PT3259 Exo Terra Support Pour Coupe Aliment (PT3260-PT3261),Exo Terra Support Pour Coupe Aliment (PT3260-PT3261),Habitat,terrarium,product,created,1.79,Asigner categorie: Habitat
9BW6S8ZBRAG6T,PT3261 Exo Terra Aliment Pour Geckos Diurnes,Exo Terra Aliment Pour Geckos Diurnes,Habitat,terrarium,product,created,10.99,Asigner categorie: Habitat
GYX33YJKX3GSP,PT3265  Gran. DGrub et p. ag. barbus juv. 125g,Gran. DGrub et p. ag. barbus juv. 125g,Habitat,terrarium,product,created,8.50,Asigner categorie: Habitat
JAE8FVF75KGR0,PT3550 ExoTerra Os de Seiche pour Tortues,ExoTerra Os de Seiche pour Tortues,Habitat,terrarium,product,created,12.99,Asigner categorie: Habitat
JC1Q1GW2W2J40,PT3801,PT3801,Habitat,terrarium,product,created,47.99,Asigner categorie: Habitat
06QSW7R20DXMM,PT3833 Cailloux Turtle Pebbl 10-20mm  4.5kg,Cailloux Turtle Pebbl 10-20mm  4.5kg,Habitat,terrarium,product,created,25.99,Asigner categorie: Habitat
YBB41V768DXT6,"PT4406 Pro Paludarium, S/X-Tall 45x45x90cm","Pro Paludarium, S/X-Tall 45x45x90cm",Habitat,terrarium,product,created,359.99,Asigner categorie: Habitat
81HEFAT4FGFBP,PT4410 Paludarium M/X-tall 60*45*90 (24''*18''*36''),Paludarium M/X-tall 60*45*90 (24''*18''*36''),Habitat,terrarium,product,created,499.99,Asigner categorie: Habitat
RF1Y82JBECHYY,TC1 Berceaux Mygale - Casket mini 6''x3''x3'',Berceaux Mygale - Casket mini 6''x3''x3'',Habitat,terrarium,product,pending,59.99,Asigner categorie: Habitat
ZRAFNQ15X8MVG,TC2 Cube 4 x 4x 4,Cube 4 x 4x 4,Habitat,terrarium,product,pending,36.50,Asigner categorie: Habitat
KS3D9339GHAP8,"TC3 Berceaux Mygale - Canopy Mini 3""","Berceaux Mygale - Canopy Mini 3""",Habitat,terrarium,product,pending,31.50,Asigner categorie: Habitat
7SA02XTPM008A,TC4 Berceaux Mygale - Small Treehouse Switch- Clear Back,Berceaux Mygale - Small Treehouse Switch- Clear Back,Habitat,terrarium,product,pending,62.99,Asigner categorie: Habitat
XBPRJB18X7KDW,TC5 Berceaux Mygale - Canopy - Understory 3x3x6,Berceaux Mygale - Canopy - Understory 3x3x6,Habitat,terrarium,product,pending,41.99,Asigner categorie: Habitat
7DYDRRTFQPY48,TC6 Berceaux Mygale - Canopy - Flat top 3x3x6,Berceaux Mygale - Canopy - Flat top 3x3x6,Habitat,terrarium,product,pending,41.99,Asigner categorie: Habitat
FHSM0RWWW5NN0,TC8 Medium Coffin Green Glitter 10''x5''x5'',Medium Coffin Green Glitter 10''x5''x5'',Habitat,terrarium,product,pending,89.99,Asigner categorie: Habitat
0GR6DFN9Z0EFE,Z204 Zoomed Terrarium Moss 30-40 Gallons Xlg,Zoomed Terrarium Moss 30-40 Gallons Xlg,Habitat,terrarium,product,created,18.99,Asigner categorie: Habitat
VTP7MJQ79ZB0R,Z602 Zoomed Tortoise House 24 x 36 x 12,Zoomed Tortoise House 24 x 36 x 12,Habitat,terrarium,product,pending,232.99,Asigner categorie: Habitat
FATC5JD1S4NJW,"Z603 Aquatic Turtle Tub 39"" X 21"" X  16""","Aquatic Turtle Tub 39"" X 21"" X  16""",Habitat,terrarium,product,pending,266.99,Asigner categorie: Habitat
PXNAFA43RG7PG,Z604 Aquatic Turtle Habitat Kit,Aquatic Turtle Habitat Kit,Habitat,terrarium,product,pending,577.99,Asigner categorie: Habitat
DKHG65983NY16,Z846 Aquarium sans monture Purevue 5.5g avec lumière,Aquarium sans monture Purevue 5.5g avec lumière,Habitat,terrarium,product,pending,349.99,Asigner categorie: Habitat
VRSGGY80KN914,Z963A ReptiHabitat 40G. Aquatic Turtle Kit,ReptiHabitat 40G. Aquatic Turtle Kit,Habitat,terrarium,product,pending,535.99,Asigner categorie: Habitat
REXW4W3CVSN9M,Z966A Zoomed Creatures Habitat Kit 3 Gal.,Zoomed Creatures Habitat Kit 3 Gal.,Habitat,terrarium,product,pending,57.99,Asigner categorie: Habitat
82BM46GPX6J8R,Z966B Zoomed Creatures Den Low Profile 6 gal,Zoomed Creatures Den Low Profile 6 gal,Habitat,terrarium,product,pending,92.99,Asigner categorie: Habitat
4DPQE9TMKHS7W,Z976 Paludarium UVB & Plante Growth Lighting Kit,Paludarium UVB & Plante Growth Lighting Kit,Habitat,terrarium,product,created,79.99,Asigner categorie: Habitat
RYBDXAAY6R4N0,Z977 Paludarium Filter 10GAL,Paludarium Filter 10GAL,Habitat,terrarium,product,created,28.99,Asigner categorie: Habitat
WDE3GBVVHNTXT,Z977RC Paludarium Filter 10 Repl. Cartridge,Paludarium Filter 10 Repl. Cartridge,Habitat,terrarium,product,created,5.99,Asigner categorie: Habitat
HNQ22T5DZ1HNT,Z978 Paludarium Filter 20GAL,Paludarium Filter 20GAL,Habitat,terrarium,product,created,36.99,Asigner categorie: Habitat
GD15294JZ7FGR,Z978RC Paludarium Filter 20 Repl. Cartridge,Paludarium Filter 20 Repl. Cartridge,Habitat,terrarium,product,created,8.99,Asigner categorie: Habitat
H3N52Q1KFHJ08,Z979 Paludarium Heater 25W,Paludarium Heater 25W,Habitat,terrarium,product,created,36.99,Asigner categorie: Habitat
454YP65BSG5MJ,Z979A Paludarium Heater 50W,Paludarium Heater 50W,Habitat,terrarium,product,created,36.99,Asigner categorie: Habitat
H9BJ5N3Y2FEH0,Z979B Paludarium Heater 100W,Paludarium Heater 100W,Habitat,terrarium,product,created,43.99,Asigner categorie: Habitat
K7DXC8XQQ8ZHT,Z990 ZooMed Naturalistic Terrarium Repti Lock,ZooMed Naturalistic Terrarium Repti Lock,Habitat,terrarium,product,created,9.99,Asigner categorie: Habitat
JDSH884ADA5AJ,"Z994 PVC Terrarium 24x24x48"" (120gallon) With Glass Door","PVC Terrarium 24x24x48"" (120gallon) With Glass Door",Habitat,terrarium,product,created,720.00,Asigner categorie: Habitat
66RTJ80YVQKVY,Z995 (NT-1),Z995 (NT-1),Habitat,terrarium,product,created,147.99,Asigner categorie: Habitat
