cloverItemId,nombre_actual_recibo,nombre_sugerido_web,asignar_categoria_clover,categoria_sitio,tipo,queue_status,precio_cad,accion_clover
GAC6WTJHY8868,La Swamp - Nourriture Isopods 4oz,La Swamp - Nourriture Isopods 4oz,Isopod et Araignee et Fourmis,,animal,pending,9.99,Asigner categorie: Isopod et Araignee et Fourmis
FFGREXTGPR6JT,Mante Religieuse,Mante Religieuse,Isopod et Araignee et Fourmis,,animal,pending,35.00,Asigner categorie: Isopod et Araignee et Fourmis
SMFF0TTMC40AW,Oniscus Asellus 15+,Oniscus Asellus 15+,Isopod et Araignee et Fourmis,,animal,pending,14.99,Asigner categorie: Isopod et Araignee et Fourmis
VV21MZAXEW8D4,P. Leavis Dairy Cow 15+,P. Leavis Dairy Cow 15+,Isopod et Araignee et Fourmis,,animal,pending,25.00,Asigner categorie: Isopod et Araignee et Fourmis
0R71QGHYYSXR8,P. Scaber Lava 15+,P. Scaber Lava 15+,Isopod et Araignee et Fourmis,,animal,pending,54.99,Asigner categorie: Isopod et Araignee et Fourmis
W00YE71YYRH2E,P. Scaber Orange Dalmatian 15+,P. Scaber Orange Dalmatian 15+,Isopod et Araignee et Fourmis,,animal,pending,29.99,Asigner categorie: Isopod et Araignee et Fourmis
A61A90YMHA4R0,Party Mix Isopod Leavis Feeder (50+QTY),Party Mix Isopod Leavis Feeder (50+QTY),Isopod et Araignee et Fourmis,,animal,pending,30.00,Asigner categorie: Isopod et Araignee et Fourmis
QR6C0ADSEWK5C,Party Mix Isopod Leavis Orange/Milkback/Dairy Cow (15+QTY),Party Mix Isopod Leavis Orange/Milkback/Dairy Cow (15+QTY),Isopod et Araignee et Fourmis,,animal,pending,16.00,Asigner categorie: Isopod et Araignee et Fourmis
Q4F3QN8W873A2,Party Mix Isopod Pruinosus Blue Powder/Orange  (QTY15+),Party Mix Isopod Pruinosus Blue Powder/Orange  (QTY15+),Isopod et Araignee et Fourmis,,animal,pending,12.00,Asigner categorie: Isopod et Araignee et Fourmis
1RTNHHQ0ZWT8J,Party Mix Isopod Pruinosus Feeder (QTY 50),Party Mix Isopod Pruinosus Feeder (QTY 50),Isopod et Araignee et Fourmis,,animal,pending,36.00,Asigner categorie: Isopod et Araignee et Fourmis
WXG7R1XF2Q374,Party Mix Isopod Scaber (QTY 12),Party Mix Isopod Scaber (QTY 12),Isopod et Araignee et Fourmis,,animal,pending,16.00,Asigner categorie: Isopod et Araignee et Fourmis
T3FYR4JMM8EM2,Plante grasse / plant succulent 2 inch,Plante grasse / plant succulent 2 inch,Isopod et Araignee et Fourmis,,animal,pending,10.00,Asigner categorie: Isopod et Araignee et Fourmis
R0ZRQSTJZ5CM4,Porcellio Haasi Light Form,Porcellio Haasi Light Form,Isopod et Araignee et Fourmis,,animal,pending,50.00,Asigner categorie: Isopod et Araignee et Fourmis
11X1RNP987A1E,Sunburst Ant Nectar (by Formica) 120ml,Sunburst Ant Nectar (by Formica) 120ml,Isopod et Araignee et Fourmis,,animal,pending,28.99,Asigner categorie: Isopod et Araignee et Fourmis
2SZNG6KAM106P,Sunburst Ant Nectar (by Formica) 240ml,Sunburst Ant Nectar (by Formica) 240ml,Isopod et Araignee et Fourmis,,animal,pending,35.99,Asigner categorie: Isopod et Araignee et Fourmis
CXHB1CD45DWVJ,Sunburst Ant Nectar (by Formica) 60 ml,Sunburst Ant Nectar (by Formica) 60 ml,Isopod et Araignee et Fourmis,,animal,pending,21.99,Asigner categorie: Isopod et Araignee et Fourmis
0RNQM7GYNZNC2,T. Tomentosa Dwarf White 20+,T. Tomentosa Dwarf White 20+,Isopod et Araignee et Fourmis,,animal,pending,9.99,Asigner categorie: Isopod et Araignee et Fourmis
S7MTTBJXSZ1V8,TC10 Tarantula Cribs Coffin Large,Tarantula Cribs Coffin Large,Isopod et Araignee et Fourmis,,animal,pending,249.99,Asigner categorie: Isopod et Araignee et Fourmis
92G345GWVXBNA,"TC7 Tarantula Cribs - Treehouse Mini 2""x2""x3""","Tarantula Cribs - Treehouse Mini 2""x2""x3""",Isopod et Araignee et Fourmis,,animal,pending,26.25,Asigner categorie: Isopod et Araignee et Fourmis
WCQE5STSQNB96,TC9 Tarantula Kat Sweet Dreams Blue,Tarantula Kat Sweet Dreams Blue,Isopod et Araignee et Fourmis,,animal,pending,52.49,Asigner categorie: Isopod et Araignee et Fourmis
TD964NGT5C7CJ,Tliltocatl Kahlenbetgi,Tliltocatl Kahlenbetgi,Isopod et Araignee et Fourmis,,animal,pending,75.00,Asigner categorie: Isopod et Araignee et Fourmis
8ANXRAE44K5E4,Trichoniscus Sp. Dwarf Purple 20+,Trichoniscus Sp. Dwarf Purple 20+,Isopod et Araignee et Fourmis,,animal,pending,12.00,Asigner categorie: Isopod et Araignee et Fourmis
ZGXSYM1GVS8JT,Z297L Plastic Plant Borneo Star Large,Plastic Plant Borneo Star Large,Isopod et Araignee et Fourmis,,animal,pending,13.99,Asigner categorie: Isopod et Araignee et Fourmis
SFAQW98BRQNRC,Z298S Plastic Plant Cashuarina Small,Plastic Plant Cashuarina Small,Isopod et Araignee et Fourmis,,animal,pending,6.99,Asigner categorie: Isopod et Araignee et Fourmis
