cloverItemId,nombre_actual_recibo,nombre_sugerido_web,asignar_categoria_clover,categoria_sitio,tipo,queue_status,precio_cad,accion_clover
SECEG51Z44P7Y,Mazouri Herbivore,Mazouri Herbivore,Nourriture,food_packaged,product,pending,149.99,Asigner categorie: Nourriture
VH2N0YQ1BZ29E,Mazuri 5E5M Herb. Repti. Diet,Mazuri 5E5M Herb. Repti. Diet,Nourriture,food_packaged,product,created,204.00,Asigner categorie: Nourriture
G9N9EPD45SW8E,Mazuri 5M87 100g,Mazuri 5M87 100g,Nourriture,food_packaged,product,created,10.00,Asigner categorie: Nourriture
RFXMQYK00S6P0,Mazuri Sac En Vrac,Mazuri Sac En Vrac,Nourriture,food_packaged,product,created,39.99,Asigner categorie: Nourriture
9BCD1WRJ5PY7J,Mazuri Tortoise Food Sac Cricket,Mazuri Tortoise Food Sac Cricket,Nourriture,food_packaged,product,created,45.00,Asigner categorie: Nourriture
A9X0MYBRGFGC2,Nourriture Vers à Soie,Nourriture Vers à Soie,Nourriture,food_packaged,product,pending,100.00,Asigner categorie: Nourriture
0KNYQ7RS1V602,Nourriture Vers à Soie OZ,Nourriture Vers à Soie OZ,Nourriture,food_packaged,product,pending,6.25,Asigner categorie: Nourriture
01P2VXNSY5P48,Oeuf de caille 12 oeuf,Oeuf de caille 12 oeuf,Nourriture,food_packaged,product,pending,8.00,Asigner categorie: Nourriture
P0Q45MQ2QHGBE,Pollen d'abeille,Pollen d'abeille,Nourriture,food_packaged,product,pending,4.25,Asigner categorie: Nourriture
89NVQFHG174DA,RAREPIF250 Arcadia EarthPro InsectFuel Insect Feed 250g,RAREPIF250 Arcadia EarthPro InsectFuel Insect Feed 250g,Nourriture,food_packaged,product,pending,29.99,Asigner categorie: Nourriture
XSP91SMVS9TY4,RC Bouffe Maison Insectivore,Bouffe Maison Insectivore,Nourriture,food_packaged,product,created,10.00,Asigner categorie: Nourriture
EZTSDSGMVXPSM,RR4116 Mazuri Tortoise LS Diet 12oz,Mazuri Tortoise LS Diet 12oz,Nourriture,food_packaged,product,created,21.99,Asigner categorie: Nourriture
2B2TG1F2XY8ER,RR4117 Mazuri 5E5L Tortoise Diet LS,Mazuri 5E5L Tortoise Diet LS,Nourriture,food_packaged,product,created,185.00,Asigner categorie: Nourriture
347AHF9JT3RD8,RR4138 Komodo Tortoise Hay 24oz,Komodo Tortoise Hay 24oz,Nourriture,food_packaged,product,pending,15.50,Asigner categorie: Nourriture
ZNAFPK2K9HPFR,Ranarium Carotenoid plus 2oz,Ranarium Carotenoid plus 2oz,Nourriture,food_packaged,product,pending,46.99,Asigner categorie: Nourriture
N4EJTY26KTH5Y,Trout Chow,Trout Chow,Nourriture,food_packaged,product,pending,65.00,Asigner categorie: Nourriture
2YNXMK7KW5QY2,Z467 Betta Food 4.5g,Betta Food 4.5g,Nourriture,food_packaged,product,pending,3.39,Asigner categorie: Nourriture
0YF3XTPVPNTG6,Z6811 Tortoise Flower Food Topper 1.4 oz,Tortoise Flower Food Topper 1.4 oz,Nourriture,food_packaged,product,pending,10.99,Asigner categorie: Nourriture
1N01M8CV51RBP,Z6812 Tortoise Flower Food Topper 12 oz.,Tortoise Flower Food Topper 12 oz.,Nourriture,food_packaged,product,pending,62.99,Asigner categorie: Nourriture
Z6PCV790KG1E8,Z682 Zoomed Lizard Flower Food Topper 0.21oz,Zoomed Lizard Flower Food Topper 0.21oz,Nourriture,food_packaged,product,pending,3.99,Asigner categorie: Nourriture
9Y8JV8MHZ6HCJ,Z6821 Lizard Flower Food Topper 1.4oz,Lizard Flower Food Topper 1.4oz,Nourriture,food_packaged,product,pending,10.99,Asigner categorie: Nourriture
23G2KEAKBHSER,Z6822 Lizard Flower Food Topper 8.5oz,Lizard Flower Food Topper 8.5oz,Nourriture,food_packaged,product,pending,62.99,Asigner categorie: Nourriture
42S41T38NQH5J,Z703 ZooMed Aqua. Turtle Growth Food 13oz,ZooMed Aqua. Turtle Growth Food 13oz,Nourriture,food_packaged,product,pending,11.99,Asigner categorie: Nourriture
XRM78YPFQBXAE,Z706 Zoomed Aquatic Turtle Hatchling Food 1.6 oz,Zoomed Aquatic Turtle Hatchling Food 1.6 oz,Nourriture,food_packaged,product,pending,4.50,Asigner categorie: Nourriture
KCXYJKBT7P776,Z707  Aq. Turtle Hatchling Food 7.5oz,Aq. Turtle Hatchling Food 7.5oz,Nourriture,food_packaged,product,pending,10.99,Asigner categorie: Nourriture
HDDT1BE6WJKF2,Z7071 Aq. Turtle Hatchling Food 15oz,Aq. Turtle Hatchling Food 15oz,Nourriture,food_packaged,product,pending,17.99,Asigner categorie: Nourriture
NEST1MBYTTYDP,Z7131 Forest Tortoise Food 15oz,Forest Tortoise Food 15oz,Nourriture,food_packaged,product,pending,17.99,Asigner categorie: Nourriture
3778N3Y0G2CAM,Z722 ZooMed Can O'Grubs,ZooMed Can O'Grubs,Nourriture,food_packaged,product,pending,6.99,Asigner categorie: Nourriture
9NWVXK6EV7KK6,Z724,Z724,Nourriture,food_packaged,product,pending,8.49,Asigner categorie: Nourriture
Q4YHS975EV2HA,Z730B,Z730B,Nourriture,food_packaged,product,pending,6.99,Asigner categorie: Nourriture
DP993R3TQG8PC,Z731B Zoomed Red Shrimp 10oz,Zoomed Red Shrimp 10oz,Nourriture,food_packaged,product,pending,29.99,Asigner categorie: Nourriture
WSK6Y6KSKHFXE,Z775A,Z775A,Nourriture,food_packaged,product,pending,13.99,Asigner categorie: Nourriture
M44F7FVFXKC32,Z776A,Z776A,Nourriture,food_packaged,product,pending,13.99,Asigner categorie: Nourriture
EB6MEMEN3PTEP,Z777,Z777,Nourriture,food_packaged,product,pending,8.49,Asigner categorie: Nourriture
MFB1NPD0Y7R1Y,Z781,Z781,Nourriture,food_packaged,product,pending,9.99,Asigner categorie: Nourriture
SXC3A8KBQ9VF6,poisson congelé 116g et +,poisson congelé 116g et +,Nourriture,food_frozen,product,pending,5.00,Asigner categorie: Nourriture
QPW12QWHPT6DA,z681 Tortoise Flower Topper 0.21,z681 Tortoise Flower Topper 0.21,Nourriture,food_packaged,product,pending,3.75,Asigner categorie: Nourriture
