cloverItemId,nombre_actual_recibo,nombre_sugerido_web,asignar_categoria_clover,categoria_sitio,tipo,queue_status,precio_cad,accion_clover
K4NFZC5M3JPRR,Z329,Z329,Piece Remplacement/ Electronique,equipment,product,pending,39.74,Asigner categorie: Piece Remplacement/ Electronique
G741B7AKQTHC2,Z551 ZooMed Reptisafe Water Cond. 4.25oz,ZooMed Reptisafe Water Cond. 4.25oz,Piece Remplacement/ Electronique,equipment,product,pending,7.99,Asigner categorie: Piece Remplacement/ Electronique
6DSCY15QPVMV2,Z552 ZooMed Reptisafe Water Cond. 8.75,ZooMed Reptisafe Water Cond. 8.75,Piece Remplacement/ Electronique,equipment,product,pending,11.49,Asigner categorie: Piece Remplacement/ Electronique
D5T7RKQCXJS50,Z575 Wipe Out Glass Cleaner 16oz,Wipe Out Glass Cleaner 16oz,Piece Remplacement/ Electronique,equipment,product,pending,17.99,Asigner categorie: Piece Remplacement/ Electronique
2RY2SV0CZEEN2,Z576 Wipe Out #1 (4.25 oz),Wipe Out #1 (4.25 oz),Piece Remplacement/ Electronique,equipment,product,pending,7.99,Asigner categorie: Piece Remplacement/ Electronique
G12SS3V512G50,Z577 Wipe Out #1 (8.75 oz),Wipe Out #1 (8.75 oz),Piece Remplacement/ Electronique,equipment,product,pending,12.99,Asigner categorie: Piece Remplacement/ Electronique
FX2ESNV648ZZT,Z578 Zoomed Wipe Out 1  32oz,Zoomed Wipe Out 1  32oz,Piece Remplacement/ Electronique,equipment,product,pending,34.49,Asigner categorie: Piece Remplacement/ Electronique
F5JSYRJGRK9X2,Z954 Zoomed Creature View Magnifier,Zoomed Creature View Magnifier,Piece Remplacement/ Electronique,equipment,product,pending,11.99,Asigner categorie: Piece Remplacement/ Electronique
B13BRABY170GG,Z959 Zoomed Creatures Feeding Tongs,Zoomed Creatures Feeding Tongs,Piece Remplacement/ Electronique,equipment,product,pending,4.99,Asigner categorie: Piece Remplacement/ Electronique
F269GY35ZS6R0,Zoomed Multiport Fogger Attachment,Zoomed Multiport Fogger Attachment,Piece Remplacement/ Electronique,equipment,product,pending,18.99,Asigner categorie: Piece Remplacement/ Electronique
XXJY3ZSEEX4J6,Zoomed Repti Fogger,Zoomed Repti Fogger,Piece Remplacement/ Electronique,equipment,product,pending,130.99,Asigner categorie: Piece Remplacement/ Electronique
